CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V97815,165,0.005,0.057999999999999996,4.5,0.387,0.04,0.039,441,69,1373.0,11,6,0.005
V97814,163,0.005,0.053,4.58,0.452,0.04,0.04,422,65,1368.0,12,6,0.004
V97813,167,0.005,0.040999999999999995,4.58,0.9540000000000001,0.09300000000000001,0.045,350,49,1363.0,8,5,0.005
V97812,168,0.005,0.043,4.56,0.904,0.08900000000000001,0.043,361,52,1417.0,9,5,0.005
V97811,160,0.005,0.039,4.56,0.598,0.066,0.040999999999999995,340,49,1419.0,10,4,0.005
V97809,180,0.005,0.048,4.53,0.43200000000000005,0.059000000000000004,0.042,386,54,1336.0,10,5,0.009000000000000001
V97808,158,0.005,0.039,4.56,0.7020000000000001,0.057999999999999996,0.040999999999999995,337,48,1392.0,10,4,0.01
V97807,155,0.005,0.036000000000000004,4.5,0.337,0.053,0.043,328,45,1423.0,8,4,0.009000000000000001
V97806,162,0.005,0.034,4.55,0.5770000000000001,0.069,0.043,313,48,1405.0,8,4,0.006999999999999999
V97805,157,0.005,0.038,4.56,0.698,0.079,0.042,331,47,1385.0,10,4,0.006
V97804,156,0.005,0.040999999999999995,4.5,0.742,0.077,0.043,351,49,1409.0,8,4,0.006999999999999999
V97803,163,0.005,0.04,4.57,0.5660000000000001,0.068,0.042,345,49,1389.0,8,4,0.005
V97801,158,0.005,0.039,4.55,0.508,0.062,0.040999999999999995,346,48,1359.0,9,4,0.009000000000000001
V97800,158,0.005,0.036000000000000004,4.56,0.457,0.062,0.040999999999999995,323,45,1374.0,8,4,0.008
V97799,164,0.005,0.033,4.58,0.531,0.062,0.043,297,41,1413.0,8,4,0.006999999999999999
V97798,156,0.005,0.032,4.55,0.43799999999999994,0.063,0.043,302,43,1415.0,8,4,0.009000000000000001
V97797,161,0.005,0.027999999999999997,4.56,0.518,0.069,0.044000000000000004,283,40,1388.0,7,3,0.008
V97796,156,0.005,0.03,4.59,0.49700000000000005,0.069,0.043,297,42,1365.0,8,4,0.009000000000000001
V97794,150,0.005,0.037000000000000005,4.64,0.467,0.064,0.040999999999999995,335,46,1333.0,8,4,0.008
V97793,165,0.005,0.027999999999999997,4.59,0.624,0.071,0.044000000000000004,286,42,1394.0,8,4,0.006999999999999999
V97792,151,0.005,0.03,4.54,0.591,0.068,0.043,302,41,1450.0,8,3,0.009000000000000001
V97791,149,0.005,0.040999999999999995,4.58,0.706,0.077,0.040999999999999995,346,48,1354.0,9,4,0.009000000000000001
V97790,173,0.005,0.039,4.64,0.58,0.066,0.044000000000000004,476,49,1405.0,11,5,0.004
V97789,170,0.005,0.032,4.62,0.5529999999999999,0.066,0.044000000000000004,306,43,1440.0,8,4,0.006
V97785,176,0.005,0.043,4.57,0.6609999999999999,0.076,0.043,359,51,1425.0,10,5,0.004
V97786,180,0.005,0.037000000000000005,4.59,0.7020000000000001,0.081,0.043,350,56,1407.0,9,5,0.005
V97784,155,0.005,0.033,4.58,0.92,0.09699999999999999,0.042,417,71,1413.0,11,6,0.008
V97781,167,0.005,0.034,4.57,0.55,0.067,0.043,326,50,1405.0,8,5,0.01
V97780,162,0.005,0.032,4.62,0.9,0.094,0.042,307,43,1378.0,8,4,0.005
V97777,167,0.005,0.045,4.58,0.55,0.068,0.039,369,53,1364.0,9,6,0.008
V97774,180,0.005,0.052000000000000005,4.62,0.8,0.081,0.04,402,58,1414.0,10,6,0.005
V97773,164,0.005,0.03,4.68,1.1,0.109,0.042,346,48,1439.0,9,4,0.005
V97772,169,0.005,0.061,4.6,0.672,0.07,0.039,448,70,1418.0,12,7,0.006999999999999999
V97770,163,0.005,0.034,4.62,1.01,0.098,0.043,326,52,1439.0,9,5,0.004
V97768,166,0.005,0.079,4.43,0.354,0.038,0.033,548,78,1374.0,17,8,0.006
V97767,163,0.005,0.073,4.45,0.42,0.04,0.035,504,97,1382.0,13,9,0.008
V97766,163,0.005,0.07400000000000001,4.45,0.379,0.040999999999999995,0.036000000000000004,532,86,1375.0,14,8,0.006
V97765,170,0.005,0.048,4.51,0.483,0.061,0.038,382,57,1310.0,10,6,0.004
V97764,165,0.005,0.045,4.56,0.654,0.068,0.038,373,59,1343.0,10,5,0.006
V97763,160,0.005,0.03,4.7,0.787,0.085,0.040999999999999995,323,45,1415.0,8,4,0.006
V97762,163,0.005,0.048,4.56,0.7,0.077,0.037000000000000005,378,56,1388.3496882179193,10,5,0.004
V97761,161,0.005,0.073,4.44,0.39,0.039,0.034,530,87,1401.0,14,8,0.008
V97759,180,0.005,0.057999999999999996,4.55,0.519,0.048,0.035,439,63,1401.0,12,7,0.012
V97758,170,0.005,0.051,4.53,0.68,0.07,0.037000000000000005,401,60,1388.3496882179193,10,6,0.006999999999999999
V97757,150,0.005,0.035,4.66,1.06,0.10400000000000001,0.038,320,45,1424.0,8,4,0.005
V97755,152,0.005,0.036000000000000004,4.52,0.95,0.094,0.038,332,46,1422.0,7,5,0.006999999999999999
V97754,161,0.005,0.031,4.53,1.0390000000000001,0.1,0.038,302,42,1414.0,7,4,0.005
V97752,166,0.005,0.046,4.54,0.49,0.064,0.037000000000000005,379,53,1370.0,9,5,0.01
V97751,170,0.005,0.044000000000000004,4.66,0.61,0.068,0.039,369,52,1354.0,9,5,0.003
V97750,160,0.005,0.04,4.6,0.59,0.068,0.038,356,49,1368.0,8,5,0.005
V97748,152,0.005,0.042,4.57,0.575,0.066,0.036000000000000004,353,50,1370.0,6,3,0.006
V97747,156,0.005,0.040999999999999995,4.51,0.54,0.068,0.037000000000000005,357,49,1382.0,8,5,0.006
V97746,174,0.005,0.025,4.61,1.2,0.11699999999999999,0.040999999999999995,275,38,1425.0,6,3,0.004
V97745,166,0.005,0.038,4.57,0.635,0.073,0.038,335,50,1411.0,9,5,0.005
V97744,162,0.005,0.044000000000000004,4.58,0.61,0.069,0.037000000000000005,373,52,1414.0,9,5,0.005
V97741,164,0.005,0.046,4.51,0.436,0.062,0.036000000000000004,386,55,1388.3496882179193,10,5,0.008
V97739,159,0.005,0.064,4.44,0.37799999999999995,0.042,0.034,519,76,1431.0,12,8,0.01
V97740,160,0.005,0.05,4.48,0.43700000000000006,0.054000000000000006,0.035,398,59,1329.0,11,6,0.012
V97738,166,0.005,0.055,4.55,0.53,0.040999999999999995,0.033,422,59,1388.3496882179193,11,5,0.01
V97737,174,0.005,0.067,4.48,0.4,0.04,0.032,493,72,1403.0,13,8,0.006
V97736,173,0.005,0.06,4.46,0.41,0.055,0.034,467,65,1391.0,12,7,0.006999999999999999
V97735,169,0.005,0.05,4.54,0.42,0.054000000000000006,0.036000000000000004,394,55,1376.0,10,5,0.01
V97734,173,0.005,0.055999999999999994,4.56,0.39,0.051,0.035,422,59,1398.0,11,6,0.011000000000000001
V97733,170,0.005,0.033,4.55,0.56,0.047,0.036000000000000004,319,45,1365.0,8,4,0.017
V97731,170,0.005,0.027999999999999997,4.66,0.619,0.046,0.036000000000000004,284,40,1394.0,7,4,0.013999999999999999
V97729,165,0.005,0.032,4.59,0.6809999999999999,0.077,0.039,307,43,1353.0,8,4,0.005
V97728,162,0.005,0.046,4.62,0.40399999999999997,0.049,0.033,441,62,1394.0,11,7,0.008
V97727,166,0.005,0.047,4.62,0.34299999999999997,0.052000000000000005,0.035,383,54,1390.0,10,6,0.006999999999999999
V97726,171,0.005,0.052000000000000005,4.64,0.433,0.054000000000000006,0.035,394,55,1402.0,10,5,0.006999999999999999
V97725,170,0.005,0.043,4.56,0.435,0.054000000000000006,0.036000000000000004,359,50,1439.0,9,5,0.012
V97724,166,0.005,0.049,4.62,0.41200000000000003,0.053,0.035,394,56,1431.0,10,6,0.009000000000000001
V97722,158,0.005,0.059000000000000004,4.56,0.40399999999999997,0.05,0.036000000000000004,436,62,1366.0,11,6,0.009000000000000001
V97721,163,0.005,0.055999999999999994,4.56,0.42200000000000004,0.05,0.036000000000000004,427,59,1363.0,11,6,0.008
V97720,177,0.005,0.051,4.53,0.433,0.05,0.036000000000000004,398,56,1394.0,10,5,0.01
V97717,163,0.005,0.046,4.56,0.521,0.067,0.037000000000000005,370,53,1409.0,9,4,0.006999999999999999
V97716,179,0.005,0.055,4.54,0.642,0.07,0.037000000000000005,412,60,1405.0,12,6,0.005
V97715,180,0.005,0.047,4.56,0.444,0.051,0.036000000000000004,380,53,1451.0,9,5,0.012
V97713,167,0.005,0.055,4.55,0.496,0.057,0.034,407,61,1401.0,13,6,0.008
V97711,160,0.005,0.055,4.54,0.44799999999999995,0.051,0.037000000000000005,465,65,1310.0,12,6,0.005
V97710,161,0.005,0.067,4.52,0.423,0.046,0.036000000000000004,493,70,1344.0,16,7,0.006
V97708,172,0.005,0.044000000000000004,4.57,0.57,0.067,0.037000000000000005,349,49,1411.0,9,4,0.006999999999999999
V97707,162,0.005,0.040999999999999995,4.58,0.614,0.063,0.039,347,45,1437.0,11,4,0.005
V97706,172,0.005,0.038,4.65,0.564,0.064,0.039,343,48,1413.0,8,5,0.006
V97705,164,0.005,0.034,4.62,0.7120000000000001,0.077,0.043,318,44,1519.0,8,4,0.005
V97704,176,0.005,0.031,4.63,0.8140000000000001,0.08800000000000001,0.043,300,42,1396.0,9,4,0.009000000000000001
V97703,169,0.005,0.038,4.55,0.752,0.073,0.04,341,49,1429.0,9,5,0.005
V97701,166,0.005,0.036000000000000004,4.57,0.85,0.08,0.040999999999999995,323,46,1421.0,10,4,0.003
V97700,179,0.005,0.05,4.53,0.55,0.064,0.040999999999999995,409,55,1348.0,11,6,0.006999999999999999
V97698,166,0.005,0.044000000000000004,4.6,0.68,0.07400000000000001,0.042,361,51,1416.0,12,4,0.005
V97697,173,0.005,0.055,4.57,0.37,0.047,0.036000000000000004,422,65,1374.0,11,6,0.006
V97695,166,0.005,0.033,4.59,0.9,0.094,0.049,312,43,1364.0,8,4,0.004
V97694,175,0.005,0.044000000000000004,4.5,0.685,0.068,0.04,358,54,1388.0,12,5,0.006
V97692,164,0.005,0.063,4.39,0.5479999999999999,0.047,0.035,485,71,1370.0,13,7,0.006
V97691,177,0.005,0.036000000000000004,4.6,0.894,0.087,0.043,324,47,1394.0,9,4,0.005
V97690,165,0.005,0.034,4.56,0.845,0.08199999999999999,0.042,320,44,1408.0,8,4,0.006
V97689,165,0.005,0.042,4.57,0.632,0.069,0.045,349,49,1362.0,9,4,0.005
V97688,176,0.005,0.046,4.55,0.662,0.066,0.043,372,54,1461.0,11,5,0.006
V97687,175,0.005,0.03,4.56,0.96,0.092,0.048,357,52,1411.0,9,5,0.002
V97686,164,0.005,0.048,4.5,0.882,0.09,0.047,382,54,1388.0,10,5,0.004
V97685,170,0.005,0.045,4.57,0.669,0.075,0.043,367,52,1346.0,11,5,0.005
V97684,178,0.005,0.04,4.55,0.765,0.084,0.047,349,49,1343.0,9,5,0.003
V97683,163,0.005,0.044000000000000004,4.55,0.861,0.076,0.048,362,51,1386.0,9,4,0.004
V97682,179,0.005,0.047,4.56,0.6759999999999999,0.073,0.046,376,54,1403.0,11,5,0.005
V97680,175,0.005,0.031,4.57,0.755,0.079,0.046,297,41,1383.0,8,3,0.006
V97678,176,0.005,0.031,4.55,0.6659999999999999,0.08199999999999999,0.043,296,43,1358.0,8,4,0.004
V97677,178,0.005,0.038,4.54,0.523,0.067,0.042,344,52,1371.0,8,5,0.005
V97676,156,0.005,0.039,4.47,0.51,0.062,0.043,350,49,1381.0,9,4,0.006999999999999999
V97675,164,0.005,0.04,4.52,0.46299999999999997,0.057,0.043,344,48,1418.0,10,4,0.008
V97674,172,0.005,0.040999999999999995,4.57,0.46799999999999997,0.055,0.044000000000000004,338,48,1337.0,9,5,0.006
V97673,170,0.005,0.04,4.56,0.687,0.075,0.043,351,49,1376.0,9,5,0.006999999999999999
V97672,163,0.005,0.034,4.54,0.77,0.081,0.044000000000000004,313,45,1395.0,9,4,0.005
V97671,171,0.005,0.037000000000000005,4.48,0.555,0.064,0.044000000000000004,320,45,1382.0,9,4,0.006
V97670,157,0.005,0.044000000000000004,4.54,0.505,0.062,0.043,369,53,1385.0,10,5,0.004
V97669,172,0.005,0.046,4.56,0.478,0.057999999999999996,0.042,378,53,1353.0,10,4,0.006999999999999999
V97668,173,0.005,0.049,4.46,0.488,0.055999999999999994,0.042,380,55,1372.0,11,5,0.006999999999999999
V97667,166,0.005,0.040999999999999995,4.53,0.39799999999999996,0.055,0.042,355,49,1368.0,9,5,0.008
V97666,158,0.005,0.042,4.48,0.409,0.052000000000000005,0.042,351,59,1376.0,10,5,0.006
V97665,165,0.005,0.040999999999999995,4.49,0.8109999999999999,0.08199999999999999,0.042,396,58,1325.0,12,6,0.002
V97664,156,0.005,0.04,4.55,0.737,0.078,0.044000000000000004,341,48,1382.0,10,4,0.005
V97662,162,0.005,0.051,4.47,0.545,0.065,0.044000000000000004,402,58,1365.0,10,5,0.006999999999999999
V97663,164,0.005,0.044000000000000004,4.54,0.6779999999999999,0.07400000000000001,0.044000000000000004,368,54,1422.0,10,6,0.005
V97661,160,0.005,0.040999999999999995,4.57,0.5920000000000001,0.07,0.045,344,49,1377.0,9,4,0.006999999999999999
V97659,166,0.005,0.03,4.54,0.856,0.091,0.042,298,42,1351.0,7,4,0.006999999999999999
V97660,169,0.005,0.040999999999999995,4.55,0.72,0.07,0.045,349,48,1385.0,9,5,0.006
V97658,156,0.005,0.028999999999999998,4.56,0.833,0.091,0.048,294,41,1363.0,7,3,0.004
V97655,160,0.005,0.035,4.6,0.721,0.08199999999999999,0.045,322,45,1411.0,8,4,0.006
V97654,157,0.005,0.027999999999999997,4.65,0.9420000000000001,0.098,0.046,289,48,1385.0,7,4,0.006
V97653,160,0.005,0.028999999999999998,4.58,0.987,0.09699999999999999,0.044000000000000004,293,43,1404.0,7,4,0.005
V97652,167,0.005,0.027999999999999997,4.65,0.9890000000000001,0.098,0.040999999999999995,291,41,1426.0,7,4,0.006999999999999999
V97651,175,0.005,0.035,4.56,0.815,0.083,0.045,325,45,1409.0,8,0,0.005
V97650,173,0.005,0.036000000000000004,4.58,0.746,0.073,0.045,322,46,1406.0,8,5,0.008
V97649,168,0.005,0.033,4.62,0.713,0.076,0.051,294,41,1388.3496882179193,7,3,0.006999999999999999
V97648,160,0.005,0.028999999999999998,4.61,0.956,0.09699999999999999,0.05,373,53,1356.0,10,5,0.004
V97647,161,0.005,0.028999999999999998,4.65,0.799,0.09,0.051,342,51,1369.0,9,5,0.003
V97646,173,0.005,0.031,4.64,0.9940000000000001,0.1,0.045,294,42,1404.0,7,3,0.004
V97645,163,0.005,0.038,4.66,0.8170000000000001,0.08900000000000001,0.043,339,48,1432.0,9,4,0.004
V97644,163,0.005,0.039,4.63,0.8240000000000001,0.085,0.049,336,49,1420.0,8,5,0.006
V97643,161,0.005,0.039,4.65,0.639,0.07400000000000001,0.05,339,49,1369.0,8,4,0.004
V97642,164,0.005,0.042,4.6,0.897,0.091,0.049,358,51,1351.0,9,5,0.008
V97641,166,0.005,0.03,4.64,0.907,0.091,0.046,296,43,1385.0,7,4,0.006
V97640,162,0.005,0.035,4.62,0.8420000000000001,0.087,0.045,320,45,1357.0,8,4,0.006
V97639,166,0.005,0.038,4.59,0.7490000000000001,0.075,0.047,336,47,1388.3496882179193,9,4,0.006999999999999999
V97638,167,0.005,0.043,4.61,0.79,0.07400000000000001,0.049,359,50,1421.0,9,5,0.008
V97635,161,0.005,0.042,4.54,0.815,0.07200000000000001,0.045,359,50,1429.0,9,5,0.006999999999999999
V97636,162,0.005,0.031,4.62,0.878,0.095,0.047,322,51,1401.0,8,4,0.003
V97634,165,0.005,0.042,4.42,0.685,0.064,0.044000000000000004,354,50,1373.0,9,4,0.009000000000000001
V97632,176,0.005,0.044000000000000004,4.55,0.598,0.07,0.044000000000000004,374,58,1381.0,10,5,0.005
V97631,163,0.005,0.042,4.53,0.655,0.07200000000000001,0.046,354,50,1464.0,9,4,0.005
V97630,165,0.005,0.05,4.55,0.6679999999999999,0.07,0.046,370,66,1405.0,12,6,0.005
V97629,160,0.005,0.053,4.42,0.597,0.063,0.045,406,57,1401.0,10,5,0.006
V97628,166,0.005,0.054000000000000006,4.42,0.5760000000000001,0.055,0.040999999999999995,395,67,1392.0,13,9,0.011000000000000001
V97627,167,0.005,0.07400000000000001,4.32,0.484,0.045,0.039,505,94,1383.0,13,9,0.008
V97626,164,0.005,0.063,4.42,0.539,0.055,0.039,427,77,1365.0,15,9,0.008
V97625,168,0.005,0.065,4.39,0.693,0.055,0.039,476,79,1359.0,12,7,0.009000000000000001
V97623,169,0.005,0.055,4.45,0.75,0.048,0.039,392,61,1375.0,10,5,0.013999999999999999
V97622,167,0.005,0.055999999999999994,4.48,0.696,0.062,0.040999999999999995,395,56,1373.0,12,5,0.01
V97621,170,0.005,0.05,4.54,0.755,0.07200000000000001,0.043,370,62,1388.3496882179193,9,5,0.008
V97619,165,0.005,0.078,4.4,0.775,0.057999999999999996,0.037000000000000005,524,86,1388.3496882179193,13,8,0.009000000000000001
V97615,166,0.005,0.051,4.51,0.8079999999999999,0.071,0.040999999999999995,435,61,1327.0,12,7,0.006999999999999999
V97614,165,0.005,0.051,4.38,1.2229999999999999,0.095,0.044000000000000004,399,56,1340.0,10,5,0.013999999999999999
V97613,167,0.005,0.040999999999999995,4.52,1.4,0.10300000000000001,0.047,354,49,1386.0,10,6,0.005
V97612,166,0.005,0.042,4.56,1.42,0.11199999999999999,0.045,354,51,1386.0,9,4,0.003
V97611,161,0.005,0.08800000000000001,4.25,0.542,0.05,0.038,610,85,1322.0,16,10,0.004
V97609,166,0.005,0.032,4.53,0.629,0.07200000000000001,0.045,310,45,1388.3496882179193,8,5,0.005
V97608,171,0.005,0.035,4.52,0.575,0.068,0.045,323,45,1368.0,8,4,0.006
V97607,158,0.005,0.055,4.55,0.767,0.075,0.04,424,61,1350.0,12,6,0.005
V97605,165,0.008,0.045,4.54,0.812,0.07400000000000001,0.040999999999999995,352,49,1323.0,8,5,0.015
V97604,150,0.008,0.057,4.46,0.711,0.075,0.04,406,57,1380.0,10,5,0.009000000000000001
V97603,165,0.008,0.086,4.36,0.56,0.052000000000000005,0.036000000000000004,516,78,1365.0,14,7,0.015
V97602,151,0.008,0.064,4.47,0.67,0.066,0.04,426,60,1353.0,11,5,0.011000000000000001
V97599,172,0.008,0.063,4.58,0.44,0.054000000000000006,0.040999999999999995,421,61,1354.0,12,5,0.017
V97597,167,0.008,0.057,4.55,0.507,0.053,0.04,453,61,1380.0,11,6,0.015
V97596,177,0.008,0.087,4.54,0.503,0.04,0.036000000000000004,516,72,1393.0,13,6,0.013999999999999999
V97595,164,0.008,0.04,4.56,0.5589999999999999,0.063,0.045,399,57,1384.0,11,5,0.006
V97594,167,0.008,0.055,4.54,0.519,0.055,0.039,370,53,1347.0,9,5,0.013000000000000001
V97593,166,0.008,0.055,4.55,0.534,0.055,0.040999999999999995,401,59,1358.0,11,6,0.013999999999999999
V97592,176,0.008,0.027000000000000003,4.56,0.6,0.075,0.049,349,53,1397.0,10,5,0.004
V97591,165,0.008,0.049,4.56,0.56,0.065,0.045,376,54,1379.0,9,5,0.01
V97589,166,0.008,0.047,4.54,0.5429999999999999,0.068,0.043,373,54,1340.0,10,5,0.008
V97588,168,0.008,0.084,4.48,0.519,0.042,0.036000000000000004,505,71,1353.0,12,6,0.02
V97587,163,0.008,0.04,4.59,0.495,0.061,0.042,342,48,1343.0,10,5,0.006
V97586,170,0.008,0.087,4.45,0.45,0.045,0.035,527,79,1354.0,15,7,0.012
V97585,162,0.008,0.086,4.53,0.44,0.038,0.035,512,72,1368.0,11,6,0.024
V97582,176,0.008,0.06,4.53,0.535,0.051,0.038,422,60,1348.0,12,5,0.013000000000000001
V97584,176,0.008,0.071,4.5,0.44,0.039,0.036000000000000004,470,64,1341.0,12,6,0.01
V97583,160,0.008,0.07,4.5,0.43200000000000005,0.04,0.037000000000000005,446,64,1401.0,13,6,0.016
V97581,158,0.008,0.052000000000000005,4.57,0.6659999999999999,0.061,0.039,389,57,1344.0,9,5,0.006999999999999999
V97580,160,0.008,0.055,4.56,0.691,0.062,0.038,398,58,1323.0,12,5,0.006999999999999999
V97579,160,0.008,0.061,4.56,0.674,0.051,0.038,425,61,1327.0,12,5,0.01
V97578,163,0.008,0.071,4.41,0.524,0.049,0.038,455,72,1331.0,11,6,0.01
V97577,160,0.005,0.075,4.52,0.52,0.051,0.038,513,92,1336.0,15,9,0.006999999999999999
V97576,163,0.005,0.032,4.6,0.9,0.08900000000000001,0.048,305,44,1394.0,9,4,0.006999999999999999
V97575,177,0.005,0.035,4.552,0.8640000000000001,0.083,0.047,461,37,1364.0,11,3,0.004
V97574,163,0.005,0.052000000000000005,4.54,0.7,0.061,0.039,380,67,1319.0,11,6,0.005
V97573,170,0.005,0.061,4.37,0.726,0.055999999999999994,0.036000000000000004,421,87,1277.0,11,7,0.004
V97571,165,0.005,0.053,4.5,0.642,0.067,0.043,402,60,1332.0,10,5,0.005
V97570,164,0.005,0.045,4.56,0.6940000000000001,0.076,0.043,350,58,1344.0,10,5,0.004
V97569,163,0.005,0.035,4.63,0.6940000000000001,0.081,0.049,320,45,1375.0,9,4,0.004
V97568,169,0.005,0.036000000000000004,4.61,0.782,0.083,0.046,323,46,1401.0,8,4,0.006
V97567,163,0.005,0.040999999999999995,4.58,0.9440000000000001,0.092,0.045,328,54,1416.0,9,5,0.004
V97566,168,0.005,0.04,4.59,0.94,0.08900000000000001,0.047,344,49,1405.0,10,5,0.006
V97565,165,0.005,0.039,4.64,0.917,0.085,0.048,335,47,1383.0,8,4,0.006
V97564,172,0.005,0.055,4.55,0.595,0.064,0.042,410,59,1376.0,11,6,0.009000000000000001
V97563,163,0.005,0.065,4.39,0.38799999999999996,0.042,0.039,445,87,1374.0,12,8,0.009000000000000001
V97562,166,0.005,0.065,4.62,0.44799999999999995,0.046,0.039,466,71,1560.0,11,6,0.006999999999999999
V97561,170,0.005,0.07200000000000001,4.32,0.48200000000000004,0.049,0.040999999999999995,514,74,1387.0,15,7,0.006
V97558,162,0.005,0.038,4.54,0.8029999999999999,0.087,0.046,334,47,1366.0,9,4,0.004
V97556,164,0.005,0.055,4.54,0.52,0.062,0.043,422,61,1423.0,10,5,0.011000000000000001
V97555,169,0.005,0.053,4.52,0.66,0.07200000000000001,0.043,395,57,1417.0,11,5,0.008
V97554,178,0.005,0.055,4.45,0.72,0.07,0.043,415,60,1397.0,12,5,0.006999999999999999
V97553,169,0.005,0.044000000000000004,4.58,0.698,0.076,0.042,378,52,1343.0,9,5,0.006999999999999999
V97552,160,0.005,0.046,4.55,0.635,0.073,0.040999999999999995,360,52,1350.0,10,5,0.005
V97551,168,0.005,0.05,4.46,0.401,0.048,0.04,391,60,1342.0,11,5,0.005
V97549,163,0.005,0.04,4.6,0.54,0.065,0.043,378,48,1358.0,10,5,0.004
V97550,160,0.005,0.052000000000000005,4.53,0.49,0.046,0.040999999999999995,392,56,1290.0,11,5,0.005
V97548,164,0.005,0.038,4.54,0.595,0.07200000000000001,0.044000000000000004,339,48,1409.0,9,4,0.005
V97546,165,0.005,0.065,4.46,0.63,0.057999999999999996,0.04,457,68,1361.0,13,6,0.006
V97544,169,0.005,0.046,4.57,0.5489999999999999,0.066,0.044000000000000004,396,53,1388.3496882179193,10,4,0.006
V97543,171,0.005,0.045,4.55,0.611,0.065,0.043,352,51,1388.3496882179193,10,5,0.006999999999999999
V97542,165,0.005,0.037000000000000005,4.67,0.71,0.08,0.046,334,46,1388.3496882179193,9,4,0.003
V97539,172,0.005,0.038,4.65,0.6,0.07,0.044000000000000004,339,62,1368.0,9,4,0.006
V97537,165,0.005,0.046,4.6,0.42,0.054000000000000006,0.040999999999999995,366,53,1348.0,10,5,0.006
V97534,165,0.005,0.037000000000000005,4.55,0.619,0.075,0.045,334,49,1363.0,10,4,0.004
V97533,164,0.005,0.038,4.55,0.516,0.069,0.045,331,46,1353.0,8,4,0.006999999999999999
V97532,166,0.005,0.039,4.55,0.706,0.071,0.042,325,46,1392.0,9,4,0.003
V97531,163,0.005,0.036000000000000004,4.56,0.544,0.069,0.043,357,52,1364.0,9,4,0.004
V97530,163,0.005,0.04,4.55,0.633,0.071,0.044000000000000004,333,47,1438.0,9,4,0.009000000000000001
V97528,165,0.005,0.048,4.56,0.502,0.062,0.043,369,52,1333.0,9,4,0.006
V97526,158,0.005,0.037000000000000005,4.55,0.5529999999999999,0.068,0.045,333,47,1408.0,9,4,0.01
V97524,161,0.005,0.048,4.55,0.603,0.049,0.040999999999999995,715,0,1245.0,18,4,0.013999999999999999
V97523,160,0.005,0.049,4.54,0.5539999999999999,0.054000000000000006,0.043,409,51,1293.0,12,4,0.006
V97521,162,0.005,0.042,4.53,0.585,0.065,0.044000000000000004,359,51,1384.0,9,4,0.005
V97518,166,0.005,0.051,4.58,0.55,0.057999999999999996,0.043,381,55,1410.0,11,5,0.006999999999999999
V97520,166,0.005,0.033,4.56,0.812,0.079,0.046,313,44,1400.0,8,4,0.005
V97519,171,0.005,0.042,4.57,0.623,0.067,0.044000000000000004,406,63,1400.0,11,5,0.005
V97517,160,0.005,0.039,4.64,0.632,0.068,0.042,370,48,1351.0,8,4,0.011000000000000001
V97515,162,0.005,0.049,4.56,0.494,0.063,0.040999999999999995,389,56,1396.0,10,5,0.006999999999999999
V97516,163,0.005,0.04,4.64,0.608,0.07400000000000001,0.044000000000000004,341,48,1326.0,10,4,0.004
V97514,163,0.005,0.05,4.51,0.473,0.057999999999999996,0.042,402,52,1399.0,10,4,0.01
V97512,172,0.005,0.03,4.58,0.79,0.086,0.048,289,42,1396.0,8,4,0.003
V97511,162,0.005,0.03,4.54,0.72,0.078,0.047,276,41,1387.0,7,3,0.005
V97510,176,0.005,0.035,4.6,0.65,0.07200000000000001,0.046,317,46,1380.0,9,4,0.006
V97509,168,0.005,0.043,4.53,0.47,0.06,0.043,304,57,1386.0,8,5,0.006999999999999999
V97508,164,0.005,0.038,4.57,0.53,0.067,0.044000000000000004,312,50,1322.0,8,4,0.006
V97507,169,0.005,0.03,4.62,0.57,0.07400000000000001,0.045,295,42,1342.0,8,4,0.006
V97506,167,0.005,0.033,4.58,0.59,0.076,0.047,372,41,1373.0,7,3,0.006
V97504,176,0.005,0.038,4.61,0.5429999999999999,0.063,0.043,336,48,1343.0,9,5,0.004
V97503,162,0.005,0.037000000000000005,4.57,0.614,0.068,0.046,332,49,1342.0,10,5,0.004
V97502,165,0.005,0.045,4.54,0.608,0.069,0.045,359,56,1383.0,9,5,0.005
V97501,167,0.005,0.046,4.51,0.573,0.071,0.044000000000000004,350,53,1388.3496882179193,9,4,0.006
